"o1","birthYear"
"http://dbpedia.org/resource/Baha'_al-din_al-'Amili",1547
"http://dbpedia.org/resource/Simon_Stevin",1548
"http://dbpedia.org/resource/John_Napier",1550
"http://dbpedia.org/resource/Jost_Bürgi",1552
"http://dbpedia.org/resource/Petrus_Ryff",1552
"http://dbpedia.org/resource/Robert_Hues",1553
"http://dbpedia.org/resource/Cesare_Ripa",1555
"http://dbpedia.org/resource/John_Blagrave",1560
"http://dbpedia.org/resource/Henry_Briggs_(mathematician)",1561
"http://dbpedia.org/resource/Marino_Ghetaldi",1568
"http://dbpedia.org/resource/Andrea_Argoli",1570
"http://dbpedia.org/resource/Adriaan_Metius",1571
"http://dbpedia.org/resource/Johannes_Kepler",1571
"http://dbpedia.org/resource/Robert_Fludd",1574
"http://dbpedia.org/resource/William_Oughtred",1574
"http://dbpedia.org/resource/Paul_Guldin",1577
"http://dbpedia.org/resource/Benedetto_Castelli",1578
"http://dbpedia.org/resource/Willebrord_Snellius",1580
"http://dbpedia.org/resource/Claude_Gaspar_Bachet_de_Méziriac",1581
"http://dbpedia.org/resource/John_Bainbridge_(astronomer)",1582
"http://dbpedia.org/resource/Mario_Bettinus",1582
"http://dbpedia.org/resource/Peter_Turner_(mathematician)",1586
"http://dbpedia.org/resource/Benjamin_Bramer",1588
"http://dbpedia.org/resource/Ole_Worm",1588
"http://dbpedia.org/resource/Pierre_Gassendi",1592
"http://dbpedia.org/resource/René_Descartes",1596
"http://dbpedia.org/resource/Daniel_Hay_du_Chastelet_de_Chambon",1596
"http://dbpedia.org/resource/Bonaventura_Cavalieri",1598
"http://dbpedia.org/resource/Ovidio_Montalbani",1601
"http://dbpedia.org/resource/Florimond_de_Beaune",1601
"http://dbpedia.org/resource/Gilles_de_Roberval",1602
"http://dbpedia.org/resource/Placidus_de_Titis",1603
"http://dbpedia.org/resource/Ismaël_Bullialdus",1605
"http://dbpedia.org/resource/Juan_Caramuel_y_Lobkowitz",1606
"http://dbpedia.org/resource/Vincentio_Reinieri",1606
"http://dbpedia.org/resource/Lodovico_Buglio",1606
"http://dbpedia.org/resource/Pierre_de_Fermat",1607
"http://dbpedia.org/resource/Honoré_Fabri",1608
"http://dbpedia.org/resource/Giovanni_Alfonso_Borelli",1608
"http://dbpedia.org/resource/John_Pell_(mathematician)",1611
"http://dbpedia.org/resource/Frans_van_Schooten",1615
"http://dbpedia.org/resource/Thomas_Bartholin",1616
"http://dbpedia.org/resource/Jonas_Moore",1617
"http://dbpedia.org/resource/Francesco_Maria_Grimaldi",1618
"http://dbpedia.org/resource/Claude_Mylon",1618
"http://dbpedia.org/resource/Michelangelo_Ricci",1619
"http://dbpedia.org/resource/William_Brouncker,_2nd_Viscount_Brouncker",1620
"http://dbpedia.org/resource/Magnus_Celsius",1621
"http://dbpedia.org/resource/René-François_de_Sluse",1622
"http://dbpedia.org/resource/Vincenzo_Viviani",1622
"http://dbpedia.org/resource/Blaise_Pascal",1623
"http://dbpedia.org/resource/Ferdinand_Verbiest",1623
"http://dbpedia.org/resource/Erhard_Weigel",1625
"http://dbpedia.org/resource/Giovanni_Domenico_Cassini",1625
"http://dbpedia.org/resource/Johannes_Hudde",1628
"http://dbpedia.org/resource/Richard_Towneley",1629
"http://dbpedia.org/resource/Christiaan_Huygens",1629
"http://dbpedia.org/resource/Samuel_von_Pufendorf",1632
"http://dbpedia.org/resource/Alessandro_Marchetti_(mathematician)",1633
"http://dbpedia.org/resource/Francis_Willughby",1635
"http://dbpedia.org/resource/Pieter_de_Graeff",1638
"http://dbpedia.org/resource/Bernard_Lamy",1640
"http://dbpedia.org/resource/Jacques_Ozanam",1640
"http://dbpedia.org/resource/Philippe_de_La_Hire",1640
"http://dbpedia.org/resource/Seki_Takakazu",1642
"http://dbpedia.org/resource/Otto_Mencke",1644
"http://dbpedia.org/resource/Thomas_Pereira",1645
"http://dbpedia.org/resource/Eusebio_Kino",1645
"http://dbpedia.org/resource/Gottfried_Wilhelm_Leibniz",1646
"http://dbpedia.org/resource/Giovanni_Ceva",1647
"http://dbpedia.org/resource/Tommaso_Ceva",1648
"http://dbpedia.org/resource/Guy_Tachard",1651
"http://dbpedia.org/resource/Ehrenfried_Walther_von_Tschirnhaus",1651
"http://dbpedia.org/resource/Michel_Rolle",1652
"http://dbpedia.org/resource/Pierre_Varignon",1654
"http://dbpedia.org/resource/Domenico_Guglielmini",1655
"http://dbpedia.org/resource/Nicolaas_Hartsoeker",1656
"http://dbpedia.org/resource/Sébastien_Truchet",1657
"http://dbpedia.org/resource/Jacob_Roggeveen",1659
"http://dbpedia.org/resource/David_Gregory_(mathematician)",1659
"http://dbpedia.org/resource/Thomas_Fantet_de_Lagny",1660
"http://dbpedia.org/resource/Guillaume_de_l'Hôpital",1661
"http://dbpedia.org/resource/John_Craig_(mathematician)",1663
"http://dbpedia.org/resource/Nicolas_Fatio_de_Duillier",1664
"http://dbpedia.org/resource/William_Whiston",1667
"http://dbpedia.org/resource/Abraham_de_Moivre",1667
"http://dbpedia.org/resource/Johann_Bernoulli",1667
"http://dbpedia.org/resource/Maria_Margaretha_Kirch",1670
"http://dbpedia.org/resource/George_Cheyne_(physician)",1672
"http://dbpedia.org/resource/Eustachio_Manfredi",1674
"http://dbpedia.org/resource/Yves_Marie_André",1675
"http://dbpedia.org/resource/William_Jones_(mathematician)",1675
"http://dbpedia.org/resource/Jacopo_Riccati",1676
"http://dbpedia.org/resource/Pierre_Remond_de_Montmort",1678
"http://dbpedia.org/resource/Gabriele_Manfredi",1681
"http://dbpedia.org/resource/Roger_Cotes",1682
"http://dbpedia.org/resource/John_Hadley",1682
"http://dbpedia.org/resource/Brook_Taylor",1685
"http://dbpedia.org/resource/Sámuel_Mikoviny",1686
"http://dbpedia.org/resource/Robert_Simson",1687
"http://dbpedia.org/resource/Robert_Smith_(mathematician)",1689
"http://dbpedia.org/resource/Christian_Goldbach",1690
"http://dbpedia.org/resource/Carlo_Lodoli",1690
"http://dbpedia.org/resource/Alessandro_Galilei",1691
"http://dbpedia.org/resource/Christian_August_Hausen",1693
"http://dbpedia.org/resource/Balanos_Vasilopoulos",1694
"http://dbpedia.org/resource/Pierre_Louis_Maupertuis",1698
"http://dbpedia.org/resource/Muhammad_Ibn_Muhammad_Al-Fulani_Al-Kishwani",1699
"http://dbpedia.org/resource/Charles_Haros",1700
"http://dbpedia.org/resource/Daniel_Bernoulli",1700
"http://dbpedia.org/resource/Charles_Marie_de_La_Condamine",1701
"http://dbpedia.org/resource/William_Emerson_(mathematician)",1701
"http://dbpedia.org/resource/Pedro_Vicente_Maldonado",1704
"http://dbpedia.org/resource/Gabriel_Cramer",1704
"http://dbpedia.org/resource/Émilie_du_Châtelet",1706
"http://dbpedia.org/resource/Vincenzo_Riccati",1707
"http://dbpedia.org/resource/Georges-Louis_Leclerc,_Comte_de_Buffon",1707
"http://dbpedia.org/resource/Leonhard_Euler",1707
"http://dbpedia.org/resource/Pietro_De_Martino",1707
"http://dbpedia.org/resource/Stephen_Whisson",1710
"http://dbpedia.org/resource/James_Short_(mathematician)",1710
"http://dbpedia.org/resource/Thomas_Simpson",1710
"http://dbpedia.org/resource/Johann_Samuel_König",1712
"http://dbpedia.org/resource/Jorge_Juan_y_Santacilia",1713
"http://dbpedia.org/resource/Alexis_Clairaut",1713
"http://dbpedia.org/resource/John_Winthrop_(educator)",1714
"http://dbpedia.org/resource/Claude_Adrien_Helvétius",1715
"http://dbpedia.org/resource/Leonardo_Ximenes",1716
"http://dbpedia.org/resource/Jean_le_Rond_d'Alembert",1717
"http://dbpedia.org/resource/Maria_Gaetana_Agnesi",1718
"http://dbpedia.org/resource/Abraham_Gotthelf_Kästner",1719
"http://dbpedia.org/resource/María_Andrea_Casamayor",1720
"http://dbpedia.org/resource/Samuel_Dunn_(mathematician)",1723
"http://dbpedia.org/resource/Tobias_Mayer",1723
"http://dbpedia.org/resource/Franz_Aepinus",1724
"http://dbpedia.org/resource/Jean-Étienne_Montucla",1725
"http://dbpedia.org/resource/August_Nathanael_Grischow",1726
"http://dbpedia.org/resource/Paolo_Frisi",1728
"http://dbpedia.org/resource/Johann_Heinrich_Lambert",1728
"http://dbpedia.org/resource/Étienne_Bézout",1730
"http://dbpedia.org/resource/Charles_Bossut",1730
"http://dbpedia.org/resource/Benjamin_Banneker",1731
"http://dbpedia.org/resource/Thomas_Postlethwaite",1731
"http://dbpedia.org/resource/Kosmas_Balanos",1731
"http://dbpedia.org/resource/José_Celestino_Mutis",1732
"http://dbpedia.org/resource/Émiland_Gauthey",1732
"http://dbpedia.org/resource/Ajima_Naonobu",1732
"http://dbpedia.org/resource/Wenceslaus_Johann_Gustav_Karsten",1732
"http://dbpedia.org/resource/Carsten_Niebuhr",1733
"http://dbpedia.org/resource/Jean-Charles_de_Borda",1733
"http://dbpedia.org/resource/Simone_Stratigo",1733
"http://dbpedia.org/resource/Johann_Euler",1734
"http://dbpedia.org/resource/John_Dawson_(surgeon)",1734
"http://dbpedia.org/resource/Antonio_Maria_Lorgna",1735
"http://dbpedia.org/resource/Gregorio_Fontana",1735
"http://dbpedia.org/resource/Hans_Momsen",1735
"http://dbpedia.org/resource/Jesse_Ramsden",1735
"http://dbpedia.org/resource/Joseph-Louis_Lagrange",1736
"http://dbpedia.org/resource/Jean_Sylvain_Bailly",1736
"http://dbpedia.org/resource/Nicolas_Vilant",1737
"http://dbpedia.org/resource/Charles_Hutton",1737
"http://dbpedia.org/resource/Israel_Lyons",1739
"http://dbpedia.org/resource/Thomas_Knowlton",1740
"http://dbpedia.org/resource/Antonio_Ludeña",1740
"http://dbpedia.org/resource/Anders_Johan_Lexell",1740
"http://dbpedia.org/resource/Jacques-André_Mallet",1740
"http://dbpedia.org/resource/Konstantinos_Tzechanis",1740
"http://dbpedia.org/resource/Marquis_de_Condorcet",1743
"http://dbpedia.org/resource/Robert_Hamilton_(economist)",1743
"http://dbpedia.org/resource/Caspar_Wessel",1745
"http://dbpedia.org/resource/William_Trail",1746
"http://dbpedia.org/resource/Jacques_Charles",1746
"http://dbpedia.org/resource/John_Cranke",1746
"http://dbpedia.org/resource/Gaspard_Monge",1746
"http://dbpedia.org/resource/Aida_Yasuaki",1747
"http://dbpedia.org/resource/Charles_de_Tinseau_d'Amondans",1748
"http://dbpedia.org/resource/Pietro_Cossali",1748
"http://dbpedia.org/resource/Jean_Baptiste_Joseph_Delambre",1749
"http://dbpedia.org/resource/Gilbert_Romme",1750
"http://dbpedia.org/resource/Isaac_Milner",1750
"http://dbpedia.org/resource/Abraham_Robertson",1751
"http://dbpedia.org/resource/Adrien-Marie_Legendre",1752
"http://dbpedia.org/resource/Nicola_Fergola",1753
"http://dbpedia.org/resource/Lazare_Carnot",1753
"http://dbpedia.org/resource/Jurij_Vega",1754
"http://dbpedia.org/resource/Gaspard_de_Prony",1755
"http://dbpedia.org/resource/Nicolas_Fuss",1755
"http://dbpedia.org/resource/Marc-Antoine_Parseval",1755
"http://dbpedia.org/resource/Eusebio_Valli",1755
"http://dbpedia.org/resource/John_West_(mathematician)",1756
"http://dbpedia.org/resource/Thomas_Jones_(mathematician)",1756
"http://dbpedia.org/resource/Jan_Śniadecki",1756
"http://dbpedia.org/resource/Christian_Karl_August_Ludwig_von_Massenbach",1758
"http://dbpedia.org/resource/Louis_François_Antoine_Arbogast",1759
"http://dbpedia.org/resource/Francisco_de_Borja_Garção_Stockler",1759
"http://dbpedia.org/resource/Jared_Mansfield",1759
"http://dbpedia.org/resource/Pietro_Paoli",1759
"http://dbpedia.org/resource/Christian_Kramp",1760
"http://dbpedia.org/resource/Auguste-Savinien_Leblond",1760
"http://dbpedia.org/resource/Blasius_Merrem",1761
"http://dbpedia.org/resource/Josef_de_Mendoza_y_Ríos",1761
"http://dbpedia.org/resource/Luca_de_Samuele_Cagnazzi",1764
"http://dbpedia.org/resource/Peter_Nicholson_(architect)",1765
"http://dbpedia.org/resource/Paolo_Ruffini",1765
"http://dbpedia.org/resource/James_Ivory_(mathematician)",1765
"http://dbpedia.org/resource/Sylvestre_François_Lacroix",1765
"http://dbpedia.org/resource/Pierre-Simon_Girard",1765
"http://dbpedia.org/resource/Johann_Friedrich_Pfaff",1765
"http://dbpedia.org/resource/John_Leslie_(physicist)",1766
"http://dbpedia.org/resource/François-Joseph_Servois",1767
"http://dbpedia.org/resource/Joseph_Fourier",1768
"http://dbpedia.org/resource/Vincenzo_Brunacci",1768
"http://dbpedia.org/resource/François_Français",1768
"http://dbpedia.org/resource/Francisco_José_de_Caldas",1768
"http://dbpedia.org/resource/Li_Rui_(mathematician)",1768
"http://dbpedia.org/resource/Jean-Robert_Argand",1768
"http://dbpedia.org/resource/Jean_Nicolas_Pierre_Hachette",1769
"http://dbpedia.org/resource/Johann_Christian_Martin_Bartels",1769
"http://dbpedia.org/resource/Joseph_Diez_Gergonne",1771
"http://dbpedia.org/resource/Archibald_Alexander",1772
"http://dbpedia.org/resource/John_William_Norie",1772
"http://dbpedia.org/resource/Joseph_Caldwell",1773
"http://dbpedia.org/resource/George_Cayley",1773
"http://dbpedia.org/resource/John_Hudson_(mathematician)",1773
"http://dbpedia.org/resource/Jakob_Friedrich_Fries",1773
"http://dbpedia.org/resource/Johann_Karl_Burckhardt",1773
"http://dbpedia.org/resource/Robert_Woodhouse",1773
"http://dbpedia.org/resource/Louis-Benjamin_Francœur",1773
"http://dbpedia.org/resource/Nathaniel_Bowditch",1773
"http://dbpedia.org/resource/Jean-Baptiste_Biot",1774
"http://dbpedia.org/resource/Karl_Mollweide",1774
"http://dbpedia.org/resource/Olinthus_Gregory",1774
"http://dbpedia.org/resource/André-Marie_Ampère",1775
"http://dbpedia.org/resource/Étienne-Louis_Malus",1775
"http://dbpedia.org/resource/Farkas_Bolyai",1775
"http://dbpedia.org/resource/Peter_Barlow_(mathematician)",1776
"http://dbpedia.org/resource/Daniel_Cresswell",1776
"http://dbpedia.org/resource/Józef_Maria_Hoene-Wroński",1776
"http://dbpedia.org/resource/Enoch_Lewis_(mathematician)",1776
"http://dbpedia.org/resource/Sophie_Germain",1776
"http://dbpedia.org/resource/Carl_Friedrich_Gauss",1777
"http://dbpedia.org/resource/Daniel_Friedrich_Hecht",1777
"http://dbpedia.org/resource/Benjamin_Gompertz",1779
"http://dbpedia.org/resource/Ferdinand_Karl_Schweikart",1780
"http://dbpedia.org/resource/Bernard_Bolzano",1781
"http://dbpedia.org/resource/David_Brewster",1781
"http://dbpedia.org/resource/Joseph_Johann_von_Littrow",1781
"http://dbpedia.org/resource/Giovanni_Plana",1781
"http://dbpedia.org/resource/Siméon_Denis_Poisson",1781
"http://dbpedia.org/resource/Vincenzo_Flauti",1782
"http://dbpedia.org/resource/Olry_Terquem",1782
"http://dbpedia.org/resource/Charles_Julien_Brianchon",1783
"http://dbpedia.org/resource/Claude-Louis_Mathieu",1783
"http://dbpedia.org/resource/Samuel_Hunter_Christie",1784
"http://dbpedia.org/resource/Friedrich_Bessel",1784
"http://dbpedia.org/resource/Charles_Dupin",1784
"http://dbpedia.org/resource/Moses_Lemans",1785
"http://dbpedia.org/resource/François_Arago",1786
"http://dbpedia.org/resource/Jacques_Philippe_Marie_Binet",1786
"http://dbpedia.org/resource/James_Thomson_(mathematician)",1786
"http://dbpedia.org/resource/Pierre-Dominique_Bazaine",1786
"http://dbpedia.org/resource/Pierre_Charles_Alexandre_Louis",1787
"http://dbpedia.org/resource/Björn_Gunnlaugsson",1788
"http://dbpedia.org/resource/Jean-Victor_Poncelet",1788
"http://dbpedia.org/resource/Antonio_Maria_Bordoni",1788
"http://dbpedia.org/resource/Prosper_de_Mestre",1789
"http://dbpedia.org/resource/Georg_Ohm",1789
"http://dbpedia.org/resource/Augustin-Louis_Cauchy",1789
"http://dbpedia.org/resource/August_Ferdinand_Möbius",1790
"http://dbpedia.org/resource/Charles_Terrot",1790
"http://dbpedia.org/resource/Theodore_Strong",1790
"http://dbpedia.org/resource/Victor-Amédée_Lebesgue",1791
"http://dbpedia.org/resource/George_Peacock",1791
"http://dbpedia.org/resource/Micajah_Burnett",1791
"http://dbpedia.org/resource/Gaspard-Gustave_de_Coriolis",1792
"http://dbpedia.org/resource/Myrtil_Maas",1792
"http://dbpedia.org/resource/Nikolai_Lobachevsky",1792
"http://dbpedia.org/resource/John_Herschel",1792
"http://dbpedia.org/resource/Théodore_Olivier",1793
"http://dbpedia.org/resource/William_Hopkins",1793
"http://dbpedia.org/resource/Michel_Chasles",1793
"http://dbpedia.org/resource/Gabrio_Piola",1794
"http://dbpedia.org/resource/Bernt_Michael_Holmboe",1795
"http://dbpedia.org/resource/Gabriel_Lamé",1795
"http://dbpedia.org/resource/Émile_Léger",1795
"http://dbpedia.org/resource/Just_Mathias_Thiele",1795
"http://dbpedia.org/resource/Olinde_Rodrigues",1795
"http://dbpedia.org/resource/Andreas_von_Ettingshausen",1796
"http://dbpedia.org/resource/Baden_Powell_(mathematician)",1796
"http://dbpedia.org/resource/Adolphe_Quetelet",1796
"http://dbpedia.org/resource/Nikolai_Brashman",1796
"http://dbpedia.org/resource/Jakob_Steiner",1796
"http://dbpedia.org/resource/Georg_Frederik_Ursin",1797
"http://dbpedia.org/resource/Jean-Marie_Duhamel",1797
"http://dbpedia.org/resource/Pierre_Joseph_Étienne_Finck",1797
"http://dbpedia.org/resource/Christoph_Gudermann",1798
"http://dbpedia.org/resource/Franz_Ernst_Neumann",1798
"http://dbpedia.org/resource/Étienne_Bobillier",1798
"http://dbpedia.org/resource/Adolf_Ferdinand_Wenceslaus_Brix",1798
"http://dbpedia.org/resource/Heinrich_Scherk",1798
"http://dbpedia.org/resource/Karl_Georg_Christian_von_Staudt",1798
"http://dbpedia.org/resource/Pierre_Frédéric_Sarrus",1798
"http://dbpedia.org/resource/Petrache_Poenaru",1799
"http://dbpedia.org/resource/Karl_Heinrich_Gräffe",1799
"http://dbpedia.org/resource/Camille-Christophe_Gerono",1799
"http://dbpedia.org/resource/Karl_Wilhelm_Feuerbach",1800
"http://dbpedia.org/resource/Nalî",1800
"http://dbpedia.org/resource/Julius_Plücker",1801
"http://dbpedia.org/resource/George_Biddell_Airy",1801
"http://dbpedia.org/resource/Antoine_Augustin_Cournot",1801
"http://dbpedia.org/resource/Mary_Ann_Black",1801
"http://dbpedia.org/resource/Mikhail_Ostrogradsky",1801
"http://dbpedia.org/resource/Anton_Schrötter_von_Kristelli",1802
"http://dbpedia.org/resource/Augustus_William_Smith",1802
"http://dbpedia.org/resource/Niels_Henrik_Abel",1802
"http://dbpedia.org/resource/János_Bolyai",1802
"http://dbpedia.org/resource/Christian_Doppler",1803
"http://dbpedia.org/resource/Giusto_Bellavitis",1803
"http://dbpedia.org/resource/Édouard_Biot",1803
"http://dbpedia.org/resource/John_Hymers",1803
"http://dbpedia.org/resource/Guglielmo_Libri_Carucci_dalla_Sommaja",1803
"http://dbpedia.org/resource/Jacques_Charles_François_Sturm",1803
"http://dbpedia.org/resource/Carl_Gustav_Jacob_Jacobi",1804
"http://dbpedia.org/resource/Elizur_Wright",1804
"http://dbpedia.org/resource/Peter_Gustav_Lejeune_Dirichlet",1805
"http://dbpedia.org/resource/Edward_Sang",1805
"http://dbpedia.org/resource/Augustus_De_Morgan",1806
"http://dbpedia.org/resource/James_Henry_Coffin",1806
"http://dbpedia.org/resource/Thomas_Kirkman",1806
"http://dbpedia.org/resource/Ferdinand_Minding",1806
"http://dbpedia.org/resource/Joseph_Petzval",1807
"http://dbpedia.org/resource/Moritz_Abraham_Stern",1807
"http://dbpedia.org/resource/Emanuel_Björling",1808
"http://dbpedia.org/resource/Friedrich_Julius_Richelot",1808
"http://dbpedia.org/resource/Philip_Kelland",1808
"http://dbpedia.org/resource/Robert_Stanton_Avery",1808
"http://dbpedia.org/resource/Benjamin_Peirce",1809
"http://dbpedia.org/resource/Hermann_Grassmann",1809
"http://dbpedia.org/resource/Joseph_Liouville",1809
"http://dbpedia.org/resource/James_MacCullagh",1809
"http://dbpedia.org/resource/Ernst_Kummer",1810
"http://dbpedia.org/resource/Hayyim_Selig_Slonimski",1810
"http://dbpedia.org/resource/Évariste_Galois",1811
"http://dbpedia.org/resource/Otto_Hesse",1811
"http://dbpedia.org/resource/Urbain_Le_Verrier",1811
"http://dbpedia.org/resource/Elias_Loomis",1811
"http://dbpedia.org/resource/Andrew_Searle_Hart",1811
"http://dbpedia.org/resource/Adolph_Göpel",1812
"http://dbpedia.org/resource/Quirico_Filopanti",1812
"http://dbpedia.org/resource/Robert_Richard_Anstice",1813
"http://dbpedia.org/resource/Samuel_J._Kirkwood",1813
"http://dbpedia.org/resource/Frédéric_Ozanam",1813
"http://dbpedia.org/resource/Paolo_Gorini",1813
"http://dbpedia.org/resource/Pierre_Alphonse_Laurent",1813
"http://dbpedia.org/resource/Radhanath_Sikdar",1813
"http://dbpedia.org/resource/Matthew_O'Brien_(mathematician)",1814
"http://dbpedia.org/resource/Alexander_John_Ellis",1814
"http://dbpedia.org/resource/Ferdinando_Pio_Rosellini",1814
"http://dbpedia.org/resource/James_Joseph_Sylvester",1814
"http://dbpedia.org/resource/Pierre_Wantzel",1814
"http://dbpedia.org/resource/Carl_Johan_Malmsten",1814
"http://dbpedia.org/resource/Ludwig_Schläfli",1814
"http://dbpedia.org/resource/Daniel_da_Silva_(mathematician)",1814
"http://dbpedia.org/resource/Eugène_Charles_Catalan",1814
"http://dbpedia.org/resource/John_Colenso",1814
"http://dbpedia.org/resource/George_Boole",1815
"http://dbpedia.org/resource/Karl_Weierstrass",1815
"http://dbpedia.org/resource/Ada_Lovelace",1815
"http://dbpedia.org/resource/Rudolf_Wolf",1816
"http://dbpedia.org/resource/Jean_Frédéric_Frenet",1816
"http://dbpedia.org/resource/Carl_Wilhelm_Borchardt",1817
"http://dbpedia.org/resource/Angelo_Genocchi",1817
"http://dbpedia.org/resource/Charles_Auguste_Briot",1817
"http://dbpedia.org/resource/Charles_L._Reason",1818
"http://dbpedia.org/resource/Benjamin_Fillon",1819
"http://dbpedia.org/resource/Joseph_Alfred_Serret",1819
"http://dbpedia.org/resource/George_Salmon",1819
"http://dbpedia.org/resource/Sir_George_Stokes,_1st_Baronet",1819
"http://dbpedia.org/resource/Jean_Claude_Bouquet",1819
"http://dbpedia.org/resource/John_Couch_Adams",1819
"http://dbpedia.org/resource/Pierre_Ossian_Bonnet",1819
"http://dbpedia.org/resource/Francis_Bashforth",1819
"http://dbpedia.org/resource/Édouard_Roche",1820
"http://dbpedia.org/resource/Isaac_Todhunter",1820
"http://dbpedia.org/resource/Eduard_Heine",1821
"http://dbpedia.org/resource/Pafnuty_Chebyshev",1821
"http://dbpedia.org/resource/Arthur_Cayley",1821
"http://dbpedia.org/resource/Rudolf_Clausius",1822
"http://dbpedia.org/resource/Joseph_Bertrand",1822
"http://dbpedia.org/resource/Léon-François-Antoine_Aurifeuille",1822
"http://dbpedia.org/resource/Charles_Hermite",1822
"http://dbpedia.org/resource/John_Daniel_Runkle",1822
"http://dbpedia.org/resource/Jules_Hoüel",1823
"http://dbpedia.org/resource/Enrico_Betti",1823
"http://dbpedia.org/resource/Gotthold_Eisenstein",1823
"http://dbpedia.org/resource/Leopold_Kronecker",1823
"http://dbpedia.org/resource/Oskar_Schlömilch",1823
"http://dbpedia.org/resource/August_Davidov",1823
"http://dbpedia.org/resource/Hugh_Blackburn",1823
"http://dbpedia.org/resource/Samuel_F._Phillips",1824
"http://dbpedia.org/resource/George_Johnston_Allman",1824
"http://dbpedia.org/resource/Lorenzo_Respighi",1824
"http://dbpedia.org/resource/Wawrzyniec_Żmurko",1824
"http://dbpedia.org/resource/William_Thomson,_1st_Baron_Kelvin",1824
"http://dbpedia.org/resource/Francesco_Brioschi",1824
"http://dbpedia.org/resource/Carl_Anton_Bjerknes",1825
"http://dbpedia.org/resource/Thomas_Henry_Huxley",1825
"http://dbpedia.org/resource/William_Spottiswoode",1825
"http://dbpedia.org/resource/Francesco_Faà_di_Bruno",1825
"http://dbpedia.org/resource/Johann_Jakob_Balmer",1825
"http://dbpedia.org/resource/John_James_Walker",1825
"http://dbpedia.org/resource/Karl_Kořistka",1825
"http://dbpedia.org/resource/Mikhail_Vaschenko-Zakharchenko",1825
"http://dbpedia.org/resource/Henry_Wilbraham",1825
"http://dbpedia.org/resource/Joseph_Winlock",1826
"http://dbpedia.org/resource/Bernhard_Riemann",1826
"http://dbpedia.org/resource/Henry_John_Stephen_Smith",1826
"http://dbpedia.org/resource/Christian_Wiener",1826
"http://dbpedia.org/resource/Giuseppe_Battaglini",1826
